Node Number	x	y	z	Deformation
242773	0.333	85.283	4.08E-16	-4.72E-05
242774	0.416	84.395	4.12E-16	-5.73E-05
242775	0.333	87.041	4.08E-16	-4.67E-05
242776	0.416	86.171	4.12E-16	-5.70E-05
242777	0.333	88.764	4.08E-16	-4.62E-05
242778	0.416	87.911	4.12E-16	-5.65E-05
242779	0.333	90.451	4.08E-16	-4.55E-05
242780	0.416	89.616	4.12E-16	-5.58E-05
242781	0.333	92.105	4.08E-16	-4.46E-05
242782	0.416	91.287	4.12E-16	-5.50E-05
242783	0.333	93.726	4.08E-16	-4.35E-05
242784	0.416	92.924	4.12E-16	-5.40E-05
242785	0.333	95.314	4.08E-16	-4.23E-05
242786	0.416	94.528	4.12E-16	-5.28E-05
242787	0.333	96.87	4.08E-16	-4.09E-05
242788	0.416	96.1	4.12E-16	-5.15E-05
242789	0.333	98.394	4.08E-16	-3.92E-05
242790	0.416	97.64	4.12E-16	-4.99E-05
242791	0.333	99.888	4.08E-16	-3.75E-05
242792	0.416	99.149	4.12E-16	-4.82E-05
242793	0.333	101.352	4.08E-16	-3.56E-05
242794	0.416	100.627	4.12E-16	-4.64E-05
242795	0.333	102.786	4.08E-16	-3.36E-05
242796	0.416	102.076	4.12E-16	-4.44E-05
242797	0.333	104.191	4.08E-16	-3.13E-05
242798	0.416	103.496	4.12E-16	-4.22E-05
242799	0.333	105.569	4.08E-16	-2.89E-05
242800	0.416	104.887	4.12E-16	-3.99E-05
242801	0.333	106.918	4.08E-16	-2.65E-05
242802	0.416	106.25	4.12E-16	-3.74E-05
242803	0.333	108.24	4.08E-16	-2.38E-05
242804	0.416	107.586	4.12E-16	-3.49E-05
242805	0.333	109.535	4.08E-16	-2.12E-05
242806	0.416	108.894	4.12E-16	-3.22E-05
242807	0.333	110.805	4.08E-16	-1.83E-05
242808	0.416	110.177	4.12E-16	-2.94E-05
242809	0.333	112.049	4.08E-16	-1.53E-05
242810	0.416	111.433	4.12E-16	-2.64E-05
242811	0.333	113.267	4.08E-16	-1.23E-05
242812	0.416	112.664	4.12E-16	-2.34E-05
242813	0.333	114.462	4.08E-16	-9.19E-06
242814	0.416	113.871	4.12E-16	-2.03E-05
242815	0.333	115.632	4.08E-16	-6.05E-06
242816	0.416	115.053	4.12E-16	-1.71E-05
242817	0.333	116.778	4.08E-16	-2.98E-06
242818	0.416	116.211	4.12E-16	-1.40E-05
242819	0.333	117.902	4.08E-16	1.49E-07
242820	0.416	117.346	4.12E-16	-1.09E-05
242821	0.333	119.003	4.08E-16	3.25E-06
242822	0.416	118.458	4.12E-16	-7.74E-06
242823	0.333	120.081	4.08E-16	6.21E-06
242824	0.416	119.547	4.12E-16	-4.68E-06
242825	0.333	121.138	4.08E-16	9.14E-06
242826	0.416	120.615	4.12E-16	-1.71E-06
242827	0.333	122.174	4.08E-16	1.20E-05
242828	0.416	121.661	4.12E-16	1.20E-06
242829	0.333	123.189	4.08E-16	1.46E-05
242830	0.416	122.686	4.12E-16	3.98E-06
242831	0.333	124.183	4.08E-16	1.70E-05
242832	0.416	123.691	4.12E-16	6.52E-06
242833	0.333	125.157	4.08E-16	1.92E-05
242834	0.416	124.675	4.12E-16	8.85E-06
242835	0.333	126.112	4.08E-16	2.12E-05
242836	0.416	125.639	4.12E-16	1.10E-05
242837	0.333	127.047	4.08E-16	2.29E-05
242838	0.416	126.584	4.12E-16	1.28E-05
242839	0.333	127.964	4.08E-16	2.41E-05
242840	0.416	127.51	4.12E-16	1.43E-05
242841	0.333	128.862	4.08E-16	2.51E-05
242842	0.416	128.417	4.12E-16	1.55E-05
242843	0.333	129.742	4.08E-16	2.57E-05
242844	0.416	129.306	4.12E-16	1.63E-05
242845	0.333	130.604	4.08E-16	2.58E-05
242846	0.416	130.177	4.12E-16	1.66E-05
242847	0.333	131.449	4.08E-16	2.54E-05
242848	0.416	131.031	4.12E-16	1.65E-05
242849	0.333	132.277	4.08E-16	2.45E-05
242850	0.416	131.867	4.12E-16	1.59E-05
242851	0.333	133.088	4.08E-16	2.31E-05
242852	0.416	132.687	4.12E-16	1.48E-05
242853	0.333	133.883	4.08E-16	2.11E-05
242854	0.416	133.49	4.12E-16	1.31E-05
242855	0.333	134.662	4.08E-16	1.84E-05
242856	0.416	134.277	4.12E-16	1.07E-05
242857	0.333	135.425	4.08E-16	1.51E-05
242858	0.416	135.047	4.12E-16	7.74E-06
242859	0.333	136.173	4.08E-16	1.11E-05
242860	0.416	135.803	4.12E-16	4.12E-06
242861	0.333	136.906	4.08E-16	6.36E-06
242862	0.416	136.543	4.12E-16	-2.21E-07
242863	0.333	137.624	4.08E-16	7.89E-07
242864	0.416	137.268	4.12E-16	-5.35E-06
242865	0.333	138.327	4.08E-16	-5.67E-06
242866	0.416	137.979	4.12E-16	-1.14E-05
242867	0.333	139.016	4.08E-16	-1.30E-05
242868	0.416	138.675	4.12E-16	-1.82E-05
242869	0.333	139.692	4.08E-16	-2.12E-05
242870	0.416	139.358	4.12E-16	-2.60E-05
242871	0.333	140.354	4.08E-16	-3.05E-05
242872	0.416	140.026	4.12E-16	-3.47E-05
242873	0.333	141.002	4.08E-16	-4.09E-05
242874	0.416	140.681	4.12E-16	-4.45E-05
242875	0.333	141.638	4.08E-16	-5.25E-05
242876	0.416	141.323	4.12E-16	-5.55E-05
242877	0.333	142.26	4.08E-16	-6.53E-05
242878	0.416	141.952	4.12E-16	-6.77E-05
242879	0.333	142.87	4.08E-16	-7.94E-05
242880	0.416	142.568	4.12E-16	-8.11E-05
242881	0.333	143.468	4.08E-16	-9.50E-05
242882	0.416	143.172	4.12E-16	-9.59E-05
242883	0.333	144.054	4.08E-16	-1.12E-04
242884	0.416	143.764	4.12E-16	-1.12E-04
242885	0.333	144.628	4.08E-16	-1.31E-04
242886	0.416	144.344	4.12E-16	-1.30E-04
242887	0.333	145.19	4.08E-16	-1.52E-04
242888	0.416	144.912	4.12E-16	-1.50E-04
242889	0.333	145.741	4.08E-16	-1.75E-04
242890	0.416	145.469	4.12E-16	-1.72E-04
242891	0.333	146.281	4.08E-16	-2.00E-04
242892	0.416	146.014	4.12E-16	-1.96E-04
242893	0.333	146.81	4.08E-16	-2.28E-04
242894	0.416	146.548	4.12E-16	-2.23E-04
242895	0.333	147.329	4.08E-16	-2.60E-04
242896	0.416	147.072	4.12E-16	-2.52E-04
242897	0.333	147.837	4.08E-16	-2.95E-04
242898	0.416	147.585	4.12E-16	-2.85E-04
242899	0.333	148.334	4.08E-16	-3.35E-04
242900	0.416	148.088	4.12E-16	-3.23E-04
242901	0.333	148.822	4.08E-16	-3.81E-04
242902	0.416	148.581	4.12E-16	-3.65E-04
242903	0.333	149.3	4.08E-16	-4.35E-04
242904	0.416	149.064	4.12E-16	-4.15E-04
242905	0.333	149.768	4.08E-16	-5.03E-04
242906	0.416	149.537	4.12E-16	-4.74E-04
242907	0.25	150	4.04E-16	-5.42E-04
242908	0.416	150	4.12E-16	-5.51E-04
242909	0.083	150	3.96E-16	-5.37E-04
242910	0.5	149.768	4.16E-16	-5.17E-04
242912	0.5	149.3	4.16E-16	-4.52E-04
242914	0.5	148.822	4.16E-16	-3.98E-04
242916	0.5	148.334	4.16E-16	-3.53E-04
242918	0.5	147.837	4.16E-16	-3.13E-04
242920	0.5	147.329	4.16E-16	-2.78E-04
242922	0.5	146.81	4.16E-16	-2.47E-04
242924	0.5	146.281	4.16E-16	-2.19E-04
242926	0.5	145.741	4.16E-16	-1.94E-04
242928	0.5	145.19	4.16E-16	-1.71E-04
242930	0.5	144.628	4.16E-16	-1.50E-04
242932	0.5	144.054	4.16E-16	-1.31E-04
242934	0.5	143.468	4.16E-16	-1.14E-04
242936	0.5	142.87	4.16E-16	-9.87E-05
242938	0.5	142.26	4.16E-16	-8.47E-05
242940	0.5	141.638	4.16E-16	-7.19E-05
242942	0.5	141.002	4.16E-16	-6.03E-05
242944	0.5	140.354	4.16E-16	-5.00E-05
242946	0.5	139.692	4.16E-16	-4.07E-05
242948	0.5	139.016	4.16E-16	-3.25E-05
242950	0.5	138.327	4.16E-16	-2.52E-05
242952	0.5	137.624	4.16E-16	-1.88E-05
242954	0.5	136.906	4.16E-16	-1.33E-05
242956	0.5	136.173	4.16E-16	-8.54E-06
242958	0.5	135.425	4.16E-16	-4.59E-06
242960	0.5	134.662	4.16E-16	-1.31E-06
242962	0.5	133.883	4.16E-16	1.34E-06
242964	0.5	133.088	4.16E-16	3.32E-06
242966	0.5	132.277	4.16E-16	4.69E-06
242968	0.5	131.449	4.16E-16	5.53E-06
242970	0.5	130.604	4.16E-16	5.90E-06
242972	0.5	129.742	4.16E-16	5.75E-06
242974	0.5	128.862	4.16E-16	5.14E-06
242976	0.5	127.964	4.16E-16	4.13E-06
242978	0.5	127.047	4.16E-16	2.80E-06
242980	0.5	126.112	4.16E-16	1.10E-06
242982	0.5	125.157	4.16E-16	-9.30E-07
242984	0.5	124.183	4.16E-16	-3.20E-06
242986	0.5	123.189	4.16E-16	-5.65E-06
242988	0.5	122.174	4.16E-16	-8.35E-06
242990	0.5	121.138	4.16E-16	-1.12E-05
242992	0.5	120.081	4.16E-16	-1.42E-05
242994	0.5	119.003	4.16E-16	-1.72E-05
242996	0.5	117.902	4.16E-16	-2.04E-05
242998	0.5	116.778	4.16E-16	-2.36E-05
243000	0.5	115.632	4.16E-16	-2.67E-05
243002	0.5	114.462	4.16E-16	-2.99E-05
243004	0.5	113.267	4.16E-16	-3.31E-05
243006	0.5	112.049	4.16E-16	-3.61E-05
243008	0.5	110.805	4.16E-16	-3.91E-05
243010	0.5	109.535	4.16E-16	-4.21E-05
243012	0.5	108.24	4.16E-16	-4.48E-05
243014	0.5	106.918	4.16E-16	-4.75E-05
243016	0.5	105.569	4.16E-16	-5.00E-05
243018	0.5	104.191	4.16E-16	-5.25E-05
243020	0.5	102.786	4.16E-16	-5.48E-05
243022	0.5	101.352	4.16E-16	-5.68E-05
243024	0.5	99.888	4.16E-16	-5.88E-05
243026	0.5	98.394	4.16E-16	-6.06E-05
243028	0.5	96.87	4.16E-16	-6.22E-05
243030	0.5	95.314	4.16E-16	-6.37E-05
243032	0.5	93.726	4.16E-16	-6.50E-05
243034	0.5	92.105	4.16E-16	-6.61E-05
243036	0.5	90.451	4.16E-16	-6.70E-05
243038	0.5	88.764	4.16E-16	-6.78E-05
243040	0.5	87.041	4.16E-16	-6.84E-05
243042	0.5	85.283	4.16E-16	-6.88E-05
243044	0.5	83.489	4.16E-16	-6.91E-05
243046	0.5	81.658	4.16E-16	-6.93E-05
243048	0.5	79.789	4.16E-16	-6.93E-05
243050	0.5	77.882	4.16E-16	-6.92E-05
243052	0.5	75.936	4.16E-16	-6.90E-05
243054	0.5	73.949	4.16E-16	-6.86E-05
243056	0.5	71.922	4.16E-16	-6.82E-05
243058	0.5	69.853	4.16E-16	-6.76E-05
243060	0.5	67.742	4.16E-16	-6.69E-05
243062	0.5	65.587	4.16E-16	-6.60E-05
243064	0.5	63.388	4.16E-16	-6.52E-05
243066	0.5	61.144	4.16E-16	-6.42E-05
243068	0.5	58.853	4.16E-16	-6.32E-05
243070	0.5	56.516	4.16E-16	-6.22E-05
243072	0.5	54.13	4.16E-16	-6.10E-05
243074	0.5	51.695	4.16E-16	-5.98E-05
243076	0.5	49.211	4.16E-16	-5.87E-05
243078	0.5	46.675	4.16E-16	-5.75E-05
243080	0.5	44.087	4.16E-16	-5.63E-05
243082	0.5	41.446	4.16E-16	-5.51E-05
243084	0.5	38.75	4.16E-16	-5.39E-05
243086	0.5	35.999	4.16E-16	-5.27E-05
243088	0.5	33.192	4.16E-16	-5.15E-05
243090	0.5	30.327	4.16E-16	-5.04E-05
243092	0.5	27.402	4.16E-16	-4.94E-05
243094	0.5	24.418	4.16E-16	-4.84E-05
243096	0.5	21.373	4.16E-16	-4.74E-05
243098	0.5	18.264	4.16E-16	-4.66E-05
243100	0.5	15.092	4.16E-16	-4.58E-05
243102	0.5	11.855	4.16E-16	-4.52E-05
243104	0.5	8.551	4.16E-16	-4.48E-05
243106	0.5	5.179	4.16E-16	-4.45E-05
243109	0	5.179	3.92E-16	-1.75E-07
243110	-0.083	3.476	3.88E-16	5.14E-07
243111	0	8.551	3.92E-16	-4.97E-07
243112	-0.083	6.882	3.88E-16	2.73E-07
243113	0	11.855	3.92E-16	-9.74E-07
243114	-0.083	10.22	3.88E-16	-1.29E-07
243115	0	15.092	3.92E-16	-1.60E-06
243116	-0.083	13.49	3.88E-16	-6.81E-07
243117	0	18.264	3.92E-16	-2.35E-06
243118	-0.083	16.695	3.88E-16	-1.37E-06
243119	0	21.373	3.92E-16	-3.23E-06
243120	-0.083	19.834	3.88E-16	-2.19E-06
243121	0	24.418	3.92E-16	-4.21E-06
243122	-0.083	22.911	3.88E-16	-3.13E-06
243123	0	27.402	3.92E-16	-5.24E-06
243124	-0.083	25.926	3.88E-16	-4.14E-06
243125	0	30.327	3.92E-16	-6.28E-06
243126	-0.083	28.879	3.88E-16	-5.17E-06
243127	0	33.192	3.92E-16	-7.43E-06
243128	-0.083	31.774	3.88E-16	-6.26E-06
243129	0	35.999	3.92E-16	-8.67E-06
243130	-0.083	34.61	3.88E-16	-7.46E-06
243131	0	38.75	3.92E-16	-9.97E-06
243132	-0.083	37.389	3.88E-16	-8.74E-06
243133	0	41.446	3.92E-16	-1.12E-05
243134	-0.083	40.112	3.88E-16	-1.00E-05
243135	0	44.087	3.92E-16	-1.24E-05
243136	-0.083	42.78	3.88E-16	-1.13E-05
243137	0	46.675	3.92E-16	-1.37E-05
243138	-0.083	45.394	3.88E-16	-1.25E-05
243139	0	49.211	3.92E-16	-1.50E-05
243140	-0.083	47.956	3.88E-16	-1.38E-05
243141	0	51.695	3.92E-16	-1.62E-05
243142	-0.083	50.466	3.88E-16	-1.50E-05
243143	0	54.13	3.92E-16	-1.74E-05
243144	-0.083	52.925	3.88E-16	-1.62E-05
243145	0	56.516	3.92E-16	-1.86E-05
243146	-0.083	55.335	3.88E-16	-1.74E-05
243147	0	58.853	3.92E-16	-1.97E-05
243148	-0.083	57.696	3.88E-16	-1.86E-05
243149	0	61.144	3.92E-16	-2.08E-05
243150	-0.083	60.01	3.88E-16	-1.97E-05
243151	0	63.388	3.92E-16	-2.19E-05
243152	-0.083	62.277	3.88E-16	-2.08E-05
243153	0	65.587	3.92E-16	-2.27E-05
243154	-0.083	64.499	3.88E-16	-2.17E-05
243155	0	67.742	3.92E-16	-2.37E-05
243156	-0.083	66.676	3.88E-16	-2.26E-05
243157	0	69.853	3.92E-16	-2.45E-05
243158	-0.083	68.808	3.88E-16	-2.35E-05
243159	0	71.922	3.92E-16	-2.51E-05
243160	-0.083	70.898	3.88E-16	-2.42E-05
243161	0	73.949	3.92E-16	-2.57E-05
243162	-0.083	72.946	3.88E-16	-2.48E-05
243163	0	75.936	3.92E-16	-2.60E-05
243164	-0.083	74.953	3.88E-16	-2.53E-05
243165	0	77.882	3.92E-16	-2.64E-05
243166	-0.083	76.919	3.88E-16	-2.57E-05
243167	0	79.789	3.92E-16	-2.65E-05
243168	-0.083	78.845	3.88E-16	-2.59E-05
243169	0	81.658	3.92E-16	-2.66E-05
243170	-0.083	80.733	3.88E-16	-2.60E-05
243171	0	83.489	3.92E-16	-2.65E-05
243172	-0.083	82.583	3.88E-16	-2.60E-05
243173	0	85.283	3.92E-16	-2.63E-05
243174	-0.083	84.395	3.88E-16	-2.59E-05
243175	0	87.041	3.92E-16	-2.59E-05
243176	-0.083	86.171	3.88E-16	-2.56E-05
243177	0	88.764	3.92E-16	-2.54E-05
243178	-0.083	87.911	3.88E-16	-2.51E-05
243179	0	90.451	3.92E-16	-2.47E-05
243180	-0.083	89.616	3.88E-16	-2.45E-05
243181	0	92.105	3.92E-16	-2.39E-05
243182	-0.083	91.287	3.88E-16	-2.38E-05
243183	0	93.726	3.92E-16	-2.29E-05
243184	-0.083	92.924	3.88E-16	-2.29E-05
243185	0	95.314	3.92E-16	-2.17E-05
243186	-0.083	94.528	3.88E-16	-2.18E-05
243187	0	96.87	3.92E-16	-2.03E-05
243188	-0.083	96.1	3.88E-16	-2.05E-05
243189	0	98.394	3.92E-16	-1.87E-05
243190	-0.083	97.64	3.88E-16	-1.90E-05
243191	0	99.888	3.92E-16	-1.71E-05
243192	-0.083	99.149	3.88E-16	-1.74E-05
243193	0	101.352	3.92E-16	-1.52E-05
243194	-0.083	100.627	3.88E-16	-1.57E-05
243195	0	102.786	3.92E-16	-1.33E-05
243196	-0.083	102.076	3.88E-16	-1.38E-05
243197	0	104.191	3.92E-16	-1.11E-05
243198	-0.083	103.496	3.88E-16	-1.17E-05
243199	0	105.569	3.92E-16	-8.74E-06
243200	-0.083	104.887	3.88E-16	-9.44E-06
243201	0	106.918	3.92E-16	-6.36E-06
243202	-0.083	106.25	3.88E-16	-7.09E-06
243203	0	108.24	3.92E-16	-3.79E-06
243204	-0.083	107.586	3.88E-16	-4.62E-06
243205	0	109.535	3.92E-16	-1.17E-06
243206	-0.083	108.894	3.88E-16	-2.04E-06
243207	0	110.805	3.92E-16	1.65E-06
243208	-0.083	110.177	3.88E-16	6.66E-07
243209	0	112.049	3.92E-16	4.57E-06
243210	-0.083	111.433	3.88E-16	3.54E-06
243211	0	113.267	3.92E-16	7.46E-06
243212	-0.083	112.664	3.88E-16	6.43E-06
243213	0	114.462	3.92E-16	1.05E-05
243214	-0.083	113.871	3.88E-16	9.37E-06
243215	0	115.632	3.92E-16	1.36E-05
243216	-0.083	115.053	3.88E-16	1.24E-05
243217	0	116.778	3.92E-16	1.65E-05
243218	-0.083	116.211	3.88E-16	1.54E-05
243219	0	117.902	3.92E-16	1.96E-05
243220	-0.083	117.346	3.88E-16	1.84E-05
243221	0	119.003	3.92E-16	2.26E-05
243222	-0.083	118.458	3.88E-16	2.15E-05
243223	0	120.081	3.92E-16	2.55E-05
243224	-0.083	119.547	3.88E-16	2.44E-05
243225	0	121.138	3.92E-16	2.83E-05
243226	-0.083	120.615	3.88E-16	2.72E-05
243227	0	122.174	3.92E-16	3.11E-05
243228	-0.083	121.661	3.88E-16	3.01E-05
243229	0	123.189	3.92E-16	3.37E-05
243230	-0.083	122.686	3.88E-16	3.27E-05
243231	0	124.183	3.92E-16	3.60E-05
243232	-0.083	123.691	3.88E-16	3.51E-05
243233	0	125.157	3.92E-16	3.81E-05
243234	-0.083	124.675	3.88E-16	3.73E-05
243235	0	126.112	3.92E-16	4.00E-05
243236	-0.083	125.639	3.88E-16	3.94E-05
243237	0	127.047	3.92E-16	4.16E-05
243238	-0.083	126.584	3.88E-16	4.11E-05
243239	0	127.964	3.92E-16	4.28E-05
243240	-0.083	127.51	3.88E-16	4.25E-05
243241	0	128.862	3.92E-16	4.37E-05
243242	-0.083	128.417	3.88E-16	4.35E-05
243243	0	129.742	3.92E-16	4.42E-05
243244	-0.083	129.306	3.88E-16	4.42E-05
243245	0	130.604	3.92E-16	4.43E-05
243246	-0.083	130.177	3.88E-16	4.45E-05
243247	0	131.449	3.92E-16	4.38E-05
243248	-0.083	131.031	3.88E-16	4.43E-05
243249	0	132.277	3.92E-16	4.29E-05
243250	-0.083	131.867	3.88E-16	4.36E-05
243251	0	133.088	3.92E-16	4.14E-05
243252	-0.083	132.687	3.88E-16	4.24E-05
243253	0	133.883	3.92E-16	3.94E-05
243254	-0.083	133.49	3.88E-16	4.07E-05
243255	0	134.662	3.92E-16	3.66E-05
243256	-0.083	134.277	3.88E-16	3.83E-05
243257	0	135.425	3.92E-16	3.33E-05
243258	-0.083	135.047	3.88E-16	3.52E-05
243259	0	136.173	3.92E-16	2.93E-05
243260	-0.083	135.803	3.88E-16	3.15E-05
243261	0	136.906	3.92E-16	2.45E-05
243262	-0.083	136.543	3.88E-16	2.72E-05
243263	0	137.624	3.92E-16	1.89E-05
243264	-0.083	137.268	3.88E-16	2.20E-05
243265	0	138.327	3.92E-16	1.25E-05
243266	-0.083	137.979	3.88E-16	1.60E-05
243267	0	139.016	3.92E-16	5.12E-06
243268	-0.083	138.675	3.88E-16	9.04E-06
243269	0	139.692	3.92E-16	-3.14E-06
243270	-0.083	139.358	3.88E-16	1.25E-06
243271	0	140.354	3.92E-16	-1.24E-05
243272	-0.083	140.026	3.88E-16	-7.51E-06
243273	0	141.002	3.92E-16	-2.28E-05
243274	-0.083	140.681	3.88E-16	-1.73E-05
243275	0	141.638	3.92E-16	-3.44E-05
243276	-0.083	141.323	3.88E-16	-2.84E-05
243277	0	142.26	3.92E-16	-4.73E-05
243278	-0.083	141.952	3.88E-16	-4.06E-05
243279	0	142.87	3.92E-16	-6.14E-05
243280	-0.083	142.568	3.88E-16	-5.41E-05
243281	0	143.468	3.92E-16	-7.70E-05
243282	-0.083	143.172	3.88E-16	-6.89E-05
243283	0	144.054	3.92E-16	-9.42E-05
243284	-0.083	143.764	3.88E-16	-8.53E-05
243285	0	144.628	3.92E-16	-1.13E-04
243286	-0.083	144.344	3.88E-16	-1.03E-04
243287	0	145.19	3.92E-16	-1.34E-04
243288	-0.083	144.912	3.88E-16	-1.23E-04
243289	0	145.741	3.92E-16	-1.57E-04
243290	-0.083	145.469	3.88E-16	-1.45E-04
243291	0	146.281	3.92E-16	-1.83E-04
243292	-0.083	146.014	3.88E-16	-1.70E-04
243293	0	146.81	3.92E-16	-2.11E-04
243294	-0.083	146.548	3.88E-16	-1.96E-04
243295	0	147.329	3.92E-16	-2.42E-04
243296	-0.083	147.072	3.88E-16	-2.26E-04
243297	0	147.837	3.92E-16	-2.78E-04
243298	-0.083	147.585	3.88E-16	-2.59E-04
243299	0	148.334	3.92E-16	-3.18E-04
243300	-0.083	148.088	3.88E-16	-2.97E-04
243301	0	148.822	3.92E-16	-3.64E-04
243302	-0.083	148.581	3.88E-16	-3.40E-04
243303	0	149.3	3.92E-16	-4.19E-04
243304	-0.083	149.064	3.88E-16	-3.90E-04
243305	0	149.768	3.92E-16	-4.89E-04
243306	-0.083	149.537	3.88E-16	-4.52E-04
243307	-0.083	150	3.88E-16	-5.35E-04
244204	-0.25	149.537	3.80E-16	-4.55E-04
244205	-0.333	149.3	3.76E-16	-4.27E-04
244206	-0.333	149.768	3.76E-16	-4.95E-04
244207	-0.416	149.537	3.71E-16	-4.65E-04
244208	-0.166	149.3	3.84E-16	-4.20E-04
244209	-0.166	149.768	3.84E-16	-4.90E-04
244210	-0.25	149.064	3.80E-16	-3.94E-04
244211	-0.333	148.822	3.76E-16	-3.73E-04
244212	-0.416	149.064	3.71E-16	-4.05E-04
244213	-0.166	148.822	3.84E-16	-3.65E-04
244214	-0.25	148.581	3.80E-16	-3.44E-04
244215	-0.333	148.334	3.76E-16	-3.27E-04
244216	-0.416	148.581	3.71E-16	-3.56E-04
244217	-0.166	148.334	3.84E-16	-3.19E-04
244218	-0.25	148.088	3.80E-16	-3.02E-04
244219	-0.333	147.837	3.76E-16	-2.87E-04
244220	-0.416	148.088	3.71E-16	-3.13E-04
244221	-0.166	147.837	3.84E-16	-2.79E-04
244222	-0.25	147.585	3.80E-16	-2.64E-04
244223	-0.333	147.329	3.76E-16	-2.52E-04
244224	-0.416	147.585	3.71E-16	-2.76E-04
244225	-0.166	147.329	3.84E-16	-2.44E-04
244226	-0.25	147.072	3.80E-16	-2.31E-04
244227	-0.333	146.81	3.76E-16	-2.20E-04
244228	-0.416	147.072	3.71E-16	-2.42E-04
244229	-0.166	146.81	3.84E-16	-2.12E-04
244230	-0.25	146.548	3.80E-16	-2.01E-04
244231	-0.333	146.281	3.76E-16	-1.92E-04
244232	-0.416	146.548	3.71E-16	-2.13E-04
244233	-0.166	146.281	3.84E-16	-1.84E-04
244234	-0.25	146.014	3.80E-16	-1.74E-04
244235	-0.333	145.741	3.76E-16	-1.67E-04
244236	-0.416	146.014	3.71E-16	-1.86E-04
244237	-0.166	145.741	3.84E-16	-1.59E-04
244238	-0.25	145.469	3.80E-16	-1.50E-04
244239	-0.333	145.19	3.76E-16	-1.44E-04
244240	-0.416	145.469	3.71E-16	-1.62E-04
244241	-0.166	145.19	3.84E-16	-1.36E-04
244242	-0.25	144.912	3.80E-16	-1.28E-04
244243	-0.333	144.628	3.76E-16	-1.23E-04
244244	-0.416	144.912	3.71E-16	-1.40E-04
244245	-0.166	144.628	3.84E-16	-1.15E-04
244246	-0.25	144.344	3.80E-16	-1.08E-04
244247	-0.333	144.054	3.76E-16	-1.04E-04
244248	-0.416	144.344	3.71E-16	-1.20E-04
244249	-0.166	144.054	3.84E-16	-9.56E-05
244250	-0.25	143.764	3.80E-16	-9.01E-05
244251	-0.333	143.468	3.76E-16	-8.67E-05
244252	-0.416	143.764	3.71E-16	-1.02E-04
244253	-0.166	143.468	3.84E-16	-7.84E-05
244254	-0.25	143.172	3.80E-16	-7.38E-05
244255	-0.333	142.87	3.76E-16	-7.11E-05
244256	-0.416	143.172	3.71E-16	-8.56E-05
244257	-0.166	142.87	3.84E-16	-6.28E-05
244258	-0.25	142.568	3.80E-16	-5.89E-05
244259	-0.333	142.26	3.76E-16	-5.69E-05
244260	-0.416	142.568	3.71E-16	-7.07E-05
244261	-0.166	142.26	3.84E-16	-4.87E-05
244262	-0.25	141.952	3.80E-16	-4.54E-05
244263	-0.333	141.638	3.76E-16	-4.41E-05
244264	-0.416	141.952	3.71E-16	-5.73E-05
244265	-0.166	141.638	3.84E-16	-3.58E-05
244266	-0.25	141.323	3.80E-16	-3.32E-05
244267	-0.333	141.002	3.76E-16	-3.25E-05
244268	-0.416	141.323	3.71E-16	-4.51E-05
244269	-0.166	141.002	3.84E-16	-2.42E-05
244270	-0.25	140.681	3.80E-16	-2.22E-05
244271	-0.333	140.354	3.76E-16	-2.21E-05
244272	-0.416	140.681	3.71E-16	-3.41E-05
244273	-0.166	140.354	3.84E-16	-1.38E-05
244274	-0.25	140.026	3.80E-16	-1.24E-05
244275	-0.333	139.692	3.76E-16	-1.29E-05
244276	-0.416	140.026	3.71E-16	-2.43E-05
244277	-0.166	139.692	3.84E-16	-4.55E-06
244278	-0.25	139.358	3.80E-16	-3.65E-06
244279	-0.333	139.016	3.76E-16	-4.63E-06
244280	-0.416	139.358	3.71E-16	-1.56E-05
244281	-0.166	139.016	3.84E-16	3.70E-06
244282	-0.25	138.675	3.80E-16	4.14E-06
244283	-0.333	138.327	3.76E-16	2.69E-06
244284	-0.416	138.675	3.71E-16	-7.80E-06
244285	-0.166	138.327	3.84E-16	1.10E-05
244286	-0.25	137.979	3.80E-16	1.10E-05
244287	-0.333	137.624	3.76E-16	9.16E-06
244288	-0.416	137.979	3.71E-16	-9.17E-07
244289	-0.166	137.624	3.84E-16	1.75E-05
244290	-0.25	137.268	3.80E-16	1.71E-05
244291	-0.333	136.906	3.76E-16	1.47E-05
244292	-0.416	137.268	3.71E-16	5.10E-06
244293	-0.166	136.906	3.84E-16	2.31E-05
244294	-0.25	136.543	3.80E-16	2.22E-05
244295	-0.333	136.173	3.76E-16	1.95E-05
244296	-0.416	136.543	3.71E-16	1.03E-05
244297	-0.166	136.173	3.84E-16	2.79E-05
244298	-0.25	135.803	3.80E-16	2.66E-05
244299	-0.333	135.425	3.76E-16	2.35E-05
244300	-0.416	135.803	3.71E-16	1.46E-05
244301	-0.166	135.425	3.84E-16	3.19E-05
244302	-0.25	135.047	3.80E-16	3.03E-05
244303	-0.333	134.662	3.76E-16	2.68E-05
244304	-0.416	135.047	3.71E-16	1.83E-05
244305	-0.166	134.662	3.84E-16	3.52E-05
244306	-0.25	134.277	3.80E-16	3.33E-05
244307	-0.333	133.883	3.76E-16	2.96E-05
244308	-0.416	134.277	3.71E-16	2.13E-05
244309	-0.166	133.883	3.84E-16	3.80E-05
244310	-0.25	133.49	3.80E-16	3.57E-05
244311	-0.333	133.088	3.76E-16	3.16E-05
